Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE
82b3a6fd-afba-fa03-cb28-5d7efcc632ce,1941-02-16,,999-21-5748,S99924192,X2250491X,Mrs.,Michele387,Smitham825,,Kessler503,M,white,nonhispanic,F,Newton  Massachusetts  US,319 Reilly Lane,Bridgewater,Massachusetts,Plymouth County,,41.92861045628588,-70.99337734571381,3038868.0405000006,217090.50950000001
541118ce-e381-8922-83b7-3547e3f30076,1989-10-22,,999-16-7416,S99987842,X66566X,Ms.,Cammie978,Breitenberg711,,,S,white,nonhispanic,F,Weymouth  Massachusetts  US,224 Bergstrom Walk Suite 45,Mansfield,Massachusetts,Bristol County,,41.99630340419967,-71.1882877805054,1623107.8329999996,67087.047
f20df06a-4d56-c80d-95c2-a548c65407f7,1968-06-28,,999-53-4669,S99918085,X3927116X,Mr.,Tom274,O'Keefe54,,,M,white,nonhispanic,M,Amherst  Massachusetts  US,801 Barton Arcade Unit 18,Erving,Massachusetts,Franklin County,,42.58105006185216,-72.4519764977499,1406894.8925,2473.5375
233e8b42-45d4-726a-65c9-2490d752beda,1960-01-19,,999-95-9451,S99980012,X65946278X,Ms.,Leilani136,Jaskolski867,,,S,white,nonhispanic,F,Weymouth  Massachusetts  US,690 Turner Gateway,Hampden,Massachusetts,Hampden County,,42.023169784083684,-72.38430459305512,2198047.418,164155.99199999997
eedc47f7-af82-8e85-df2a-54c48e1304f3,1983-09-11,,999-66-7544,S99915037,X64916825X,Mr.,Cedrick207,Parker433,,,M,black,nonhispanic,M,East Longmeadow  Massachusetts  US,568 Murphy Tunnel Apt 72,Boston,Massachusetts,Suffolk County,02118,42.37338872336737,-71.10238457504377,1118895.8824999996,137517.0375000006
2e3694f2-ef54-ea1e-f55b-aa70216c6684,1927-11-27,,999-79-9698,S99995793,X71180713X,Mr.,Romeo514,Marks830,,,M,white,nonhispanic,M,Boston  Massachusetts  US,842 Sporer Rue,Boston,Massachusetts,Suffolk County,02116,42.413741657565694,-71.03664627563127,1621440.3855000003,174404.86450000052
d31efc1d-0594-002a-61f2-4eee3a4c8cec,1956-01-09,,999-10-2182,S99918039,X43318616X,Mrs.,Loreen513,Cartwright189,,Bruen238,M,white,nonhispanic,F,Salem  Massachusetts  US,706 Frami Manor Apt 85,Scituate,Massachusetts,Plymouth County,02066,42.1781789151566,-70.75151472484353,2263318.5044999993,514050.24549999996
c6dd51fd-3f08-1665-9623-1a47556e502d,1962-10-27,2013-01-27,999-23-3541,S99934368,X50814950X,Mr.,Dominic463,Nienow652,,,M,white,nonhispanic,M,Falmouth  Massachusetts  US,891 Romaguera Boulevard,Lancaster,Massachusetts,Worcester County,,42.47258465604276,-71.66317398774632,2576396.4399999995,0.0
d846a69a-fa5a-7d43-c0c5-c4c1ef578f54,1973-04-22,,999-37-6016,S99919774,X20588493X,Mrs.,Dorethea38,Gulgowski816,,Weimann465,M,black,nonhispanic,F,South Hadley  Massachusetts  US,235 Kassulke Mill,Revere,Massachusetts,Suffolk County,02151,42.45076294951539,-70.95935159506163,1265218.8985,312452.7415
10182af0-da35-e957-8a8f-36ad80ae3191,1988-02-01,,999-16-2947,S99959275,X60969829X,Ms.,Hermila490,Hamill307,,,S,white,nonhispanic,F,Chicopee  Massachusetts  US,791 Thompson Ranch Apt 36,Billerica,Massachusetts,Middlesex County,,42.52399764182702,-71.24214039217317,1138176.9545000002,359562.02550000005
d8e88617-b8f0-d89f-b4f0-abdde20c59db,1938-08-29,2015-03-31,999-52-6384,S99918493,X55652220X,Mr.,Mikel238,Gerhold939,,,S,white,nonhispanic,M,Dudley  Massachusetts  US,986 King Flat,Pittsfield,Massachusetts,Berkshire County,01201,42.4168525955641,-73.24977324325371,1828789.9420000003,41505.058
7881a67d-51d1-285c-e2da-4f6ffe44c70c,1954-08-16,,999-56-4577,S99937563,X62961041X,Ms.,Travis723,Bosco882,,,S,white,nonhispanic,F,Boston  Massachusetts  US,871 Langworth Spur,Newbury,Massachusetts,Essex County,,42.8100463150658,-70.86922240188031,1756063.488,183546.86200000002
8826ede7-3f4a-7e7b-fb7d-b325b242c39d,1936-12-19,,999-35-1507,S99925473,X30633674X,Mr.,Matthew562,Kuhic920,,,S,white,hispanic,M,Chelsea  Massachusetts  US,952 Marquardt Trafficway,Haverhill,Massachusetts,Essex County,01830,42.777558883777516,-71.05506700394568,357965.4259999999,38245.24399999999
76922949-431c-b6ad-69d3-8d95f7209af6,1923-02-26,,999-65-6650,S99941970,X14453413X,Ms.,Jeanett771,Hansen121,,,S,white,nonhispanic,F,Wilmington  Massachusetts  US,643 Huel Trail Apt 4,Attleboro,Massachusetts,Bristol County,,41.94493329166986,-71.25549103924436,2554337.1489999993,274023.54099999997
6c590adb-27ed-cd72-963c-dd6ef39be384,1982-08-15,,999-88-5903,S99976745,X26116415X,Mr.,Gayle448,Schaden604,,,M,white,nonhispanic,M,Sandwich  Massachusetts  US,413 Murazik Wall,Medford,Massachusetts,Middlesex County,,42.4624917833671,-71.10078792763834,1213254.98,241.04999999999998
d13295d8-435e-a2d6-d436-a5f04a32964d,1947-10-09,,999-91-8107,S99940607,X21893294X,Mrs.,Karine844,Hagenes547,,Kris249,M,white,nonhispanic,F,Quincy  Massachusetts  US,604 Kozey Crossing Unit 52,Quincy,Massachusetts,Norfolk County,02169,42.21778726514382,-71.06966817132951,2584549.721000001,182868.27900000016
47c42101-530d-12d8-f069-ef26f1fc40ee,1963-08-10,,999-52-8437,S99943680,X19163467X,Mr.,Ellsworth48,Steuber698,,,M,white,nonhispanic,M,Nice  Provence-Alpes-Cote d'Azur  FR,190 Kuhic Bridge Unit 7,Hudson,Massachusetts,Middlesex County,,42.371551578882695,-71.50088753696639,1464023.1449999998,9344.445
444670c0-be10-f8fc-6408-e19e25fe15e6,1938-08-29,2015-12-31,999-28-7021,S99969945,X85048842X,Mr.,Rosario163,Koch169,,,S,white,nonhispanic,M,Boston  Massachusetts  US,724 Fay Neck,Pittsfield,Massachusetts,Berkshire County,,42.467348137936376,-73.24106725800787,1813835.1145000008,414648.22549999994
b04c25fb-bcc3-14eb-2218-d7fdd29f46cf,1954-03-13,2016-04-11,999-68-5934,S99945542,X27707027X,Mrs.,Brinda322,Swift555,,Yost751,M,white,nonhispanic,F,Spencer  Massachusetts  US,288 Stiedemann Parade,Weymouth,Massachusetts,Norfolk County,02188,42.28237197220469,-70.93239058767516,1929304.9825000002,3300.2774999999997
94cecba2-18b0-72a1-334d-427ecbf4fdff,1962-10-27,,999-43-7016,S99975778,X67535501X,Mr.,Emory494,Schuppe920,,,M,white,nonhispanic,M,Chilmark  Massachusetts  US,920 Robel Lock,Lancaster,Massachusetts,Worcester County,,42.46012125559443,-71.64396527059714,1184893.7425000002,14345.467499999997
83e4838e-eedf-0d21-bc93-28e4aadc369a,1929-07-12,2011-05-25,999-34-4463,S99946131,X53106096X,Ms.,Theresa98,Towne435,,,S,white,nonhispanic,F,Springfield  Massachusetts  US,219 Klein Ranch,Springfield,Massachusetts,Hampden County,01105,42.11759497337725,-72.5345285589742,3021560.368499998,284032.54150000005
4cc043f9-1872-e18b-d387-2eb492f075a7,1938-08-29,1966-09-01,999-75-6674,S99973575,X30289110X,Mr.,Trey250,Harris789,,,M,white,nonhispanic,M,Wellesley  Massachusetts  US,891 Howe Course Unit 26,Pittsfield,Massachusetts,Berkshire County,,42.49503116152867,-73.26203670547824,809178.4949999998,613.3050000000001
9af468bd-5cdf-b8c5-236e-92f4a01546c7,1942-12-02,,999-76-2619,S99938157,X15064223X,Ms.,Honey275,Koepp521,,,S,white,nonhispanic,F,Sturbridge  Massachusetts  US,841 Zulauf Dale,Hingham,Massachusetts,Plymouth County,02043,42.24163439459076,-70.8841728870688,2326243.6695,602349.7905000001
973d2f9a-50e8-772a-ca0d-fba10bffe82c,1955-11-27,,999-63-7500,S99958866,X81215398X,Mr.,Elbert916,Kassulke119,,,M,white,nonhispanic,M,Peabody  Massachusetts  US,276 Collins Well,Taunton,Massachusetts,Bristol County,,41.9613512835635,-71.03634879988,1657791.4710000004,26469.529000000002
f7019a56-1940-b131-f5e2-39439c16a942,1962-09-11,,999-10-3030,S99932688,X25565316X,Mrs.,Maricarmen445,Caballero789,,Mayorga262,M,asian,hispanic,F,Kingston  Kingston  JM,1034 Marvin Well,Everett,Massachusetts,Middlesex County,02149,42.37763382285585,-71.08342131140475,2600508.3160000006,205685.634
5c68d61d-ff44-a6f2-fabd-1cf309196a1d,1954-03-13,,999-95-3038,S99980644,X3233345X,Mrs.,Shirlee202,DuBuque211,,Robel940,M,white,nonhispanic,F,Marlborough  Massachusetts  US,690 Moore Ranch,Weymouth,Massachusetts,Norfolk County,,42.16756888117258,-70.89598597997885,1598785.5555000005,165099.1745
5816a415-6c4e-a1d9-5e27-863d87f16434,1957-08-01,,999-74-5500,S99948505,X46683613X,Mr.,Mariano761,Turner526,,,S,white,nonhispanic,M,Merrimac  Massachusetts  US,499 Bashirian Port,Braintree,Massachusetts,Norfolk County,,42.245260954043076,-71.0052226305386,1683187.7000000007,38681.49
ad0bcccb-1a85-3427-b39f-d2322b57e48e,1936-12-28,1939-03-31,999-41-7197,,,,Cletus494,Strosin214,,,,white,nonhispanic,M,Dudley  Massachusetts  US,730 Sporer Avenue,Shrewsbury,Massachusetts,Worcester County,,42.30883543853613,-71.68638059321603,62886.10999999999,0.0
24b962b6-cd5e-1205-ad2f-f365beebda44,1936-09-30,,999-30-4286,S99933052,X1334070X,Mrs.,Angella518,Schuppe920,,Kozey370,M,white,nonhispanic,F,Sterling  Massachusetts  US,816 Bruen Haven,Lawrence,Massachusetts,Essex County,01840,42.67708432980886,-71.13481891836872,4068821.057499998,337055.5725000001
7c54f02b-e22f-b67d-7aaa-bb44e0c7b3f7,1938-08-29,,999-23-5289,S99943886,X8608870X,Mr.,Harris789,Conroy74,,,M,white,nonhispanic,M,Milford  Massachusetts  US,1068 Lakin Frontage road,Pittsfield,Massachusetts,Berkshire County,,42.456588205342136,-73.27859943119613,2264862.9625000004,518657.6475
c8dff05b-caad-c242-c64f-1381576f4cce,1972-03-11,2008-10-08,999-92-3695,S99953555,X44798029X,Mrs.,Reagan466,Barton704,,Rempel203,M,white,nonhispanic,F,Stow  Massachusetts  US,159 Weimann Alley Apt 91,Quincy,Massachusetts,Norfolk County,02186,42.315030553009414,-70.98952932726938,145549.36250000002,506717.8875
48a47bd7-d98d-0649-991f-8a28c1505f7d,1929-07-12,,999-37-4339,S99939000,X44852794X,Mrs.,Racheal820,Lind531,,Lemke654,M,white,nonhispanic,F,Chesterfield  Massachusetts  US,180 Ullrich Rapid,Springfield,Massachusetts,Hampden County,01106,42.07704159924282,-72.55700085415153,3144176.3584999996,559006.6815
b811adbf-318d-a657-5793-9f25a5819efe,1950-06-20,,999-19-6612,S99948797,X55006493X,Mr.,Mohammed454,Gottlieb798,,,S,white,nonhispanic,M,Springfield  Massachusetts  US,390 Lubowitz Forge Unit 66,Wakefield,Massachusetts,Middlesex County,01880,42.537641385387175,-71.10135049729,1772734.1899999997,16538.98
93a36ce0-b43c-0ba8-f7c3-f92a9775df7c,1963-06-26,,999-56-7766,S99943749,X36737084X,Mr.,Winston220,Hackett68,,,M,white,nonhispanic,M,Peabody  Massachusetts  US,125 Lowe Key Suite 89,Randolph,Massachusetts,Norfolk County,02368,42.14909477074015,-71.0090613773784,1513044.0799999996,1770.3899999999994
696eec54-29c5-5b40-5411-75f3ad6a4614,1947-05-31,,999-94-3786,S99968929,X14273788X,Mrs.,Johnna810,Price929,,Kozey370,M,white,nonhispanic,F,Springfield  Massachusetts  US,788 Lockman Union Suite 26,Adams,Massachusetts,Berkshire County,,42.67528578438392,-73.15780263205717,2476590.568500001,220929.62150000004
7356887c-0d14-755d-21bb-c955541951d8,1936-12-28,2009-04-20,999-95-1962,S99925920,X42834163X,Mr.,Harold594,Kertzmann286,,,S,white,nonhispanic,M,Sudbury  Massachusetts  US,454 Barton Harbor Unit 6,Shrewsbury,Massachusetts,Worcester County,,42.267091620141905,-71.67283706001264,1780282.1014999999,38529.1385
2c0f44fe-9067-cc3d-933e-239fe7c26c5b,1972-03-11,,999-85-2324,S99941107,X28364522X,Mrs.,Teresita257,Shields502,,Kemmer137,M,white,nonhispanic,F,Peabody  Massachusetts  US,504 Shields Vista,Quincy,Massachusetts,Norfolk County,,42.262287006772304,-71.06847825147833,247216.47100000014,1481552.9489999998
3e9643bb-3f67-e237-a50e-b7bb51156400,1975-12-08,,999-89-7560,S99971226,X33980659X,Ms.,Jeanette800,Streich926,,,S,white,nonhispanic,F,Boxford  Massachusetts  US,663 Kris Annex,Millville,Massachusetts,Worcester County,,42.086226268921706,-71.53659064547854,2023036.706,866791.524
651435af-4df0-4c40-7422-869c12af48fc,1943-11-30,,999-12-9846,S99916438,X72649243X,Mr.,Johnson679,Nienow652,,,M,white,nonhispanic,M,Malden  Massachusetts  US,224 Watsica Knoll,New Bedford,Massachusetts,Bristol County,02746,41.68079255301238,-70.91384902785842,2349281.075,86333.70499999999
9f98fe74-faed-8257-ff2d-9a1b909d230e,1964-04-14,,999-31-9426,S99973888,X71362938X,Ms.,Tommie457,Padberg411,,,S,white,nonhispanic,F,Boston  Massachusetts  US,286 Parker Bridge,Shrewsbury,Massachusetts,Worcester County,,42.288083129456446,-71.75495021175834,1581656.4400000004,262154.33
753bd740-7680-1035-0692-edaf6d545dbe,1943-01-30,1994-07-16,999-65-5327,S99987351,X41362203X,Mr.,Roosevelt595,Daugherty69,,,M,white,nonhispanic,M,Plymouth  Massachusetts  US,933 Grady Gateway,Barre,Massachusetts,Worcester County,,42.40993220982156,-72.13577403783913,1342897.0600000003,632.8499999999999
ed1f5200-78a5-de4b-0c49-bf64c98ecae8,1987-02-27,,999-80-9398,S99998540,X79283539X,Mrs.,Deedra511,Carroll471,,Heathcote539,M,white,nonhispanic,F,North Andover  Massachusetts  US,790 Hamill Promenade,Georgetown,Massachusetts,Essex County,,42.74055750960833,-70.98185173895429,1465640.9400000002,5952.570000000001
7e259976-aca6-e447-e965-e804ec2728d6,1938-04-03,2021-01-21,999-91-7650,S99952769,X25329919X,Mr.,Delbert384,Block661,,,M,white,nonhispanic,M,Beverly  Massachusetts  US,224 Block Crossing Suite 63,Middleton,Massachusetts,Essex County,,42.597783555549725,-70.99887086379316,2633304.5905,186541.8295
8e949a73-8637-d342-25f8-d712bb733dd1,1948-09-17,1956-09-02,999-97-3091,,,,Rolando809,Champlin946,,,,white,nonhispanic,M,Southampton  Massachusetts  US,938 Renner Club,Weymouth,Massachusetts,Norfolk County,02190,42.26074961837401,-70.97348665191751,221172.87,0.0
732ebfa8-a795-fbe5-efc7-0b867a8e457a,1970-06-16,2014-02-18,999-52-7558,S99997036,X22096987X,Mr.,Darwin703,Haag279,,,S,black,nonhispanic,M,Rochester  Massachusetts  US,294 Wilderman Lodge,Winthrop,Massachusetts,Suffolk County,02128,42.36033759547319,-70.9735590212828,142816.4725,108042.97750000001
5a8baf44-9db2-2494-c5bc-4577e2afad22,1971-08-17,,999-47-5371,S99930746,X3013245X,Mrs.,Carrol931,Schimmel440,,Tremblay80,M,white,nonhispanic,F,Spencer  Massachusetts  US,938 Boehm Lane Apt 32,New Bedford,Massachusetts,Bristol County,02747,41.70425165009088,-70.90580655988198,195345.64899999992,520897.331
42230d17-bd65-e323-6413-83431a7c37ba,1964-05-21,,999-24-7044,S99996723,X70255845X,Mrs.,Mara755,Schulist381,,White193,M,white,nonhispanic,F,Boston  Massachusetts  US,520 Herzog Burg,Hull,Massachusetts,Plymouth County,02045,42.361584909933775,-70.92194130054996,3377431.7984999996,108972.0415
18d5bec5-cb50-a6d3-59f6-d964827dcd40,1940-12-08,,999-28-9912,S99927763,X13084817X,Mr.,Zackary401,Grimes165,,,M,white,nonhispanic,M,Amherst Center  Massachusetts  US,354 Macejkovic Road,Cambridge,Massachusetts,Middlesex County,02142,42.34339878518154,-71.13888191075732,2126605.2639999995,158020.44600000003
bb54afbc-049b-41d7-651e-d9dd841bc77b,1943-01-30,,999-67-5151,S99963366,X9487563X,Mr.,Beau391,Haag279,,,M,white,nonhispanic,M,Bridgewater  Massachusetts  US,836 Volkman Path,Barre,Massachusetts,Worcester County,,42.39217455319447,-72.12193860525626,2587018.068000001,60082.291999999994
ec081e8a-6a77-3d32-da1f-c99e283e66d4,1936-12-28,,999-12-2395,S99939457,X17908903X,Mr.,Samuel331,Dooley940,,,M,white,nonhispanic,M,South Hadley  Massachusetts  US,594 Yost Route Suite 71,Shrewsbury,Massachusetts,Worcester County,,42.24081439521939,-71.68886927019342,2222325.63,252864.58
90fda2aa-a5e8-ad7c-f2f7-ecc2bb687514,1970-06-16,,999-65-5676,S99951823,X5375411X,Mr.,Rudy520,McClure239,,,S,black,nonhispanic,M,Falmouth  Massachusetts  US,525 Dickinson Row,Winthrop,Massachusetts,Suffolk County,,42.32971165852431,-70.99076466134879,171496.02250000005,240599.51750000007
1ded4f39-fa12-544b-0a17-1050427df77b,1948-09-17,2015-08-25,999-13-5308,S99959708,X74465325X,Mr.,Refugio197,Welch179,,,S,white,nonhispanic,M,Abington  Massachusetts  US,126 Terry Frontage road,Weymouth,Massachusetts,Norfolk County,02190,42.18790099303059,-70.92652247768757,2663475.1749999993,1699.0349999999999
7f799dda-c43c-2f0d-555c-812c06e1fbbe,1973-08-08,2017-11-23,999-66-8886,S99961249,X41174881X,Mrs.,Jerrie417,Ritchie586,,Kuphal363,M,white,nonhispanic,F,Leominster  Massachusetts  US,301 Casper Mill,Boston,Massachusetts,Suffolk County,02128,42.264207026051196,-71.086726490775,1583322.0605000006,170148.26949999997
b8f0f7fa-c623-67e2-6434-d1ddb63de9df,1938-04-03,,999-16-1375,S99948892,X11800521X,Mr.,Elden718,Hammes673,,,M,white,nonhispanic,M,Cambridge  Massachusetts  US,919 Hoeger Walk Suite 18,Middleton,Massachusetts,Essex County,,42.61617368422547,-71.04888940040641,1968300.1345000002,96435.73550000001
7d4b6d95-1852-4e50-06f6-3af6262505f6,1943-01-31,,999-63-7660,S99995452,X79299779X,Ms.,Lawanda300,Heller342,,,S,white,nonhispanic,F,Lowell  Massachusetts  US,494 Roob Key,Gloucester,Massachusetts,Essex County,01930,42.59252637690422,-70.69602027879053,2316042.0535,461264.05650000006
