Id,ORGANIZATION,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,LAT,LON,UTILIZATION
309214ce-b247-31c8-9a17-946d3e10c677,37c0de84-bcaf-3624-82bf-a89b2ac441b8,Octavio643 Schaefer657,M,GENERAL PRACTICE,85 HERRICK STREET,BEVERLY,MA,01915,42.556659,-70.84496,584
0899dcd3-81a0-38a1-85b6-b5b1b3ec98f3,4861d01f-019c-3dac-a153-8334e50919f9,Ellan282 Jacobi462,F,GENERAL PRACTICE,81 HIGHLAND AVENUE,SALEM,MA,01970,42.50128,-70.897502,509
72e3edc9-9294-33d5-b927-49c56433871d,a0b6ec0c-e587-3b2a-bf9f-248849f29ee5,Stefania815 Leffler128,F,GENERAL PRACTICE,736 CAMBRIDGE STREET,BRIGHTON,MA,02135,42.33196,-71.020173,173
86859e20-0d50-3d07-ab12-71d535a5ebaf,4f3a530e-a2f7-3de0-9a09-c0a70a9ab894,Russel238 Walker122,M,GENERAL PRACTICE,725 NORTH STREET,PITTSFIELD,MA,01201,42.452045,-73.26054,799
767e0192-f3c6-36a2-aa97-13b7dc32fac0,f71ce1a9-cca7-3295-9a1e-c88ac3479b6f,Marvin195 Glover433,M,GENERAL PRACTICE,157 UNION STREET,MARLBOROUGH,MA,01752,42.349617,-71.547214,315
bafd74f3-ca8e-37fe-a635-9d0473808e85,c44f361c-2efb-3050-8f97-0354a12e2920,Micaela928 Garrido242,F,GENERAL PRACTICE,680 CENTER STREET,BROCKTON,MA,02302,42.082543,-71.024638,527
2f2c3cab-e135-38af-af8e-19078c827c47,331f4c11-d298-308b-aaa1-d7825b29b57f,Stanley702 Langosh790,M,GENERAL PRACTICE,201 HIGHLAND STREET,CLINTON,MA,01510,42.411887,-71.690005,209
1677ea7a-1e87-3458-ae99-74330131eac3,b1ddf812-1fdd-3adf-b1d5-32cc8bd07ebb,Amos720 Jacobson885,M,GENERAL PRACTICE,275 SANDWICH STREET,PLYMOUTH,MA,02360,41.897892,-70.62403,29
522157cb-fe7a-3c83-94cf-9775d114191e,6be05ccf-ef94-341f-a2a3-1cf9bfde1b18,Robbie31 Friesen796,F,GENERAL PRACTICE,107 LINCOLN STREET,WORCESTER,MA,01605,42.269478,-71.807783,91
c0331ca9-216b-3d24-90ca-847539617c18,fd328395-ab1d-35c6-a2d0-d05a9a79cf11,Lurlene215 Windler79,F,GENERAL PRACTICE,271 CAREW STREET,SPRINGFIELD,MA,01104,42.115454,-72.539978,306
d9cc2f68-5aa4-364d-8e1c-b0983ebcde42,d692e283-0833-3201-8e55-4f868a9c0736,Berry486 Borer986,M,GENERAL PRACTICE,585 LEBANON STREET,MELROSE,MA,02176,42.455723,-71.05901899999998,947
15175f2c-b2fc-3b8f-a964-2c5100e548c7,d78e84ec-30aa-3bba-a33a-f29a3a454662,Man114 Kuhic920,M,GENERAL PRACTICE,55 FRUIT STREET,BOSTON,MA,02114,42.33196,-71.020173,20
b1db5972-a27e-3f97-86f3-af3664321aa1,8ad64ecf-c817-3753-bee7-006a8e662e06,Antwan357 Harris789,M,GENERAL PRACTICE,88 WASHINGTON STREET,TAUNTON,MA,02780,41.903323,-71.094984,357
dacbe31b-c4e1-366e-9edd-fcf98b6f2959,23834663-ed53-3da9-b330-d6e1ecb8428e,Teodora360 Kihn564,F,GENERAL PRACTICE,363 HIGHLAND AVENUE,FALL RIVER,MA,02720,41.725351,-71.094162,154
c702f5f2-1f76-3aaa-90d6-3d206333da90,44bef9d3-91c2-3005-93e0-ccf436348ff0,Nelda514 Blanda868,F,GENERAL PRACTICE,243 CHARLES STREET,BOSTON,MA,02114,42.33196,-71.020173,258
ae20f1ae-444b-333b-ae80-aeefe8d4b942,60457c13-adb2-3415-82c5-86ab5dab5f93,Henry768 Paucek755,M,GENERAL PRACTICE,759 CHESTNUT STREET,SPRINGFIELD,MA,01199,42.115454,-72.539978,273
d7c2fc5b-09eb-38ba-b97e-bbc756ea4cd9,a9f20dc1-5147-3789-bcef-bbecb41c5983,Deon400 Schulist381,M,GENERAL PRACTICE,70 EAST STREET,METHUEN,MA,01844,42.742751,-71.178588,377
d57346d2-749d-3d63-a3f1-a0b4f10948d7,03347b4d-994e-302b-848b-58019a4e274d,Lionel365 Lynch190,M,GENERAL PRACTICE,133 OLD ROAD TO 9 ACRE CORNER,W CONCORD,MA,01742,42.269478,-71.807783,432
89303285-170d-3a24-833e-c1c227b9a242,cb6a50e0-af76-3758-99ad-3200ede03fff,Trina350 Cummings51,F,GENERAL PRACTICE,330 BROOKLINE AVENUE,BOSTON,MA,02215,42.33196,-71.020173,13
312fe472-f764-360d-b055-f9ce46f13939,9a7149fa-49fc-3c87-b935-d29c55808717,Marcelene872 Mayert710,F,GENERAL PRACTICE,125 PARKER HILL AVENUE,BOSTON,MA,02120,42.33196,-71.020173,31
f17357ba-dd1a-393f-a9c4-fb3ed756c4f4,24cb4eab-6166-3530-bddc-a5a8a14a4fc1,Wilton999 Pollich983,M,GENERAL PRACTICE,14 PROSPECT STREET,MILFORD,MA,01757,42.158692,-71.521419,198
ee04283d-5541-39b5-aaa3-089d92bff5f9,db0acede-4abe-3c01-8d03-5c68a190d8c7,Amira620 Nienow652,F,GENERAL PRACTICE,55 FOGG ROAD,SOUTH WEYMOUTH,MA,02190,42.24158900000001,-71.082651,382
dbc12335-82e5-355b-b6e1-7731654a87f5,3d10019f-c88e-3de5-9916-6107b9c0263d,Van763 Franecki195,F,GENERAL PRACTICE,2014 WASHINGTON STREET,NEWTON,MA,02462,42.331876,-71.208402,90
41d953dc-3ca5-33fa-9b8d-7a57b41a2d0b,12c9daf5-a29c-36c9-ac55-28972463e566,Leigh689 Rutherford999,M,GENERAL PRACTICE,199 REEDSDALE ROAD,MILTON,MA,02186,42.24158900000001,-71.082651,335
2a2860f3-2e81-37e2-9203-cd68d6f746d6,27379046-608b-32f0-9df7-8c833cf5d11d,Elinore878 Mosciski958,F,GENERAL PRACTICE,75 FRANCIS STREET,BOSTON,MA,02115,42.33196,-71.020173,234
9c560202-79e0-38f3-b9e3-0f7cca1505b4,226098a2-6a40-3588-b5bb-db56c3a30a04,Hal307 Renner328,M,GENERAL PRACTICE,235 NORTH PEARL STREET,BROCKTON,MA,02301,42.082543,-71.024638,652
77ae5ce4-1f52-35d5-b57e-35b71e923fa0,b7175ab4-bde5-3848-891b-579bccb77c7c,Arnette709 Conroy74,F,GENERAL PRACTICE,800 WASHINGTON STREET,BOSTON,MA,02111,42.33196,-71.020173,305
68961028-0bb5-37cb-99a3-318632313629,d733d4a9-080d-3593-b910-2366e652b7ea,Garry927 Witting912,M,GENERAL PRACTICE,1153 CENTRE STREET,BOSTON,MA,02130,42.33196,-71.020173,62
9c0c37c6-44eb-3c35-94e1-93ec61c924fb,3bd5eda0-16da-3ba5-8500-4dfd6ae118b8,Loris321 Bradtke547,F,GENERAL PRACTICE,800 WASHINGTON STREET,NORWOOD,MA,02062,42.18736,-71.195955,392
02c5d09c-1444-376e-8738-f924b6a79ef1,d5117822-5756-389d-9547-891a372d580f,Regena252 Kunde533,F,GENERAL PRACTICE,67 & 100 TER HEUN DRIVE,FALMOUTH,MA,02540,41.57072,-70.556682,276
65531be9-ac60-34fa-ab1a-038ef3253fa3,f99c74cc-7d1a-3f95-9a33-4a9357bf2f2a,Keven605 Mueller846,M,GENERAL PRACTICE,55 LAKE AVENUE NORTH,WORCESTER,MA,01655,42.269478,-71.807783,318
fd72e3f9-cc62-3023-adc1-aa5c317ac260,6f122869-a856-3d65-8db9-099bf4f5bbb8,Jarrod316 Crooks415,M,GENERAL PRACTICE,41 & 45 MALL ROAD,BURLINGTON,MA,01803,42.503227,-71.201713,182
629cfe0d-bf56-3297-aa75-3a55019dba7e,465de31f-3098-365c-af70-48a071e1f5aa,Houston994 Schiller186,M,GENERAL PRACTICE,115 LINCOLN STREET,FRAMINGHAM,MA,01701,42.307905,-71.436196,79
d502c52b-5a5e-3d8f-8632-2032778004d2,1eaf97fa-9de6-38de-a9c4-6efe5dc574be,Aline709 Turner526,F,GENERAL PRACTICE,123 SUMMER STREET,WORCESTER,MA,01608,42.269478,-71.807783,47
e480df00-c420-3ce8-9f98-472cc5693b29,161a799c-4894-36f6-8ca7-2a71c8107f79,Man114 Torp761,M,GENERAL PRACTICE,2033 MAIN STREET,ATHOL,MA,01331,42.593384,-72.230228,156
71cf0ee2-6490-3086-aa31-56f66ba9359c,956ccb85-bea0-30f9-af48-52f5dd95ff72,Shirl54 Ankunding277,F,GENERAL PRACTICE,30 WARREN STREET,BRIGHTON,MA,02135,42.33196,-71.020173,205
fcbccc7d-aa11-345f-a9c4-ef9735c03302,d7b11827-25f2-350b-bcd8-939fc59851b0,Adrian111 Murazik203,M,GENERAL PRACTICE,300 LONGWOOD AVENUE,BOSTON,MA,02115,42.33196,-71.020173,120
ef2a42d0-9d1c-3ad8-9779-a2a56ab7f371,5103c940-0c08-392f-95cd-446e0cea042a,Loma263 Funk324,F,GENERAL PRACTICE,516 CAREW STREET,SPRINGFIELD,MA,01104,42.115454,-72.539978,494
6cb51888-f986-3a68-b2e1-fcc261a31c98,ff9863d3-3fa3-3861-900e-f00148f5d9c2,Roscoe437 Hilll811,M,GENERAL PRACTICE,51 BLOSSOM STREET,BOSTON,MA,02114,42.33196,-71.020173,125
f3458024-eaf1-3049-a1e1-97a6e5689d40,72a10c1a-ee7c-3a01-97b1-33f63244c13e,Hortense60 Zieme486,F,GENERAL PRACTICE,200 Springs Rd.,Bedford,MA,01730,42.503376,-71.272644,245
c1472920-0f22-3415-b5db-131198ab5e9b,05462bf2-25d4-3ecd-afdf-bb3e1140929a,Virginia437 Moreno82,F,GENERAL PRACTICE,251 Causeway St.,Boston,MA,02114,42.3665,-71.05931,260
d7b2a3b8-bf9e-3a0a-9f8e-72dfe25c6835,c1c0c43e-ca87-3ee5-9549-be3f28afde81,Molly175 Macejkovic424,F,GENERAL PRACTICE,143 Munson Street,Greenfield,MA,01301,42.580627,-72.623634,43
598d4f3a-530c-3fa6-926e-e0e6c4d0eeb8,cb72194a-b1fd-3089-afb6-cb8bb61f4f9c,Marcell728 Fritsch593,F,GENERAL PRACTICE,116 Long Pond Road,Plymouth,MA,02360,41.924313,-70.656654,126
da3c2ee7-a4dc-38d4-953b-e4d5c7d1353a,18f774ab-db01-37ba-95c4-44c4eab47089,Ahmed109 Hoeger474,M,GENERAL PRACTICE,110 West Squantum Street,Quincy,MA,02169,42.272617,-71.03133,45
d5013270-d150-3acd-aceb-2de9a21db170,37eb7694-de8f-3407-b95f-1a6a31fb0f6a,Kim439 Zieme486,M,GENERAL PRACTICE,25 Bond Street,Springfield,MA,01104,42.110065,-72.60007,184
f26749fe-33b7-3b06-8195-0f725679c498,d311e70d-86e7-3c03-b115-53892bcf7ef1,Ana María762 Alva958,F,GENERAL PRACTICE,605 Lincoln Street,Worcester,MA,01605,42.297756,-71.766815,547
baa435a2-bb9a-3281-ac72-e02d983ecc12,3a2242e0-de37-303b-bdfc-e160c7eae518,Normand813 Schultz619,M,GENERAL PRACTICE,255 Park Ave Suite # 900,Worcester,MA,01609,42.265556,-71.818665,109
5a11b7e7-9362-3216-ad97-e4f4790cb76d,73261f58-9c5a-3dae-833a-92148d5b7072,Shauna908 Bayer639,F,PHYSICAL THERAPY,202 BURLINGTON RD,BEDFORD,MA,01730-1407,42.499295000000004,-71.281889,0
bc75079d-4fe3-376a-9cf6-71a127431031,73261f58-9c5a-3dae-833a-92148d5b7072,Johnathan55 Stracke611,M,PHYSICAL THERAPY,202 BURLINGTON RD,BEDFORD,MA,01730-1407,42.499295000000004,-71.281889,0
2e426c64-f27b-3e63-86c3-0659a75bdfe3,73261f58-9c5a-3dae-833a-92148d5b7072,Shauna908 Bayer639,F,GENERAL PRACTICE,202 BURLINGTON RD,BEDFORD,MA,01730-1407,42.499295000000004,-71.281889,89
61624f0b-2584-3973-9ec3-0095c63ea7ba,13565c20-feac-36cb-ab5c-cef3e6a7dd8f,Erna640 Wolff180,F,PSYCHIATRY,115 MILL ST,BELMONT,MA,02478-1041,42.395317,-71.180284,0
c7d6df18-f853-37cd-9642-6fdf2c415d2c,13565c20-feac-36cb-ab5c-cef3e6a7dd8f,Carmine137 Wolff180,M,CLINICAL PSYCHOLOGIST,115 MILL ST,BELMONT,MA,02478-1041,42.395317,-71.180284,0
0bda84fc-a8f1-3fb1-a618-0ae5010f38b1,13565c20-feac-36cb-ab5c-cef3e6a7dd8f,Lucia634 Segura601,F,CLINICAL PSYCHOLOGIST,115 MILL ST,BELMONT,MA,02478-1041,42.395317,-71.180284,0
ffb8abc7-d428-36f0-8c29-a0017de0ed8b,13565c20-feac-36cb-ab5c-cef3e6a7dd8f,Erna640 Wolff180,F,CLINICAL SOCIAL WORKER,115 MILL ST,BELMONT,MA,02478-1041,42.395317,-71.180284,0
8ba3d1c5-a049-3bc3-813b-8f2e208d3b28,13565c20-feac-36cb-ab5c-cef3e6a7dd8f,Glen190 Schinner682,M,CLINICAL SOCIAL WORKER,115 MILL ST,BELMONT,MA,02478-1041,42.395317,-71.180284,0
f5145a76-0d15-3151-8456-87df7aee183d,13565c20-feac-36cb-ab5c-cef3e6a7dd8f,Carmine137 Wolff180,M,GENERAL PRACTICE,115 MILL ST,BELMONT,MA,02478-1041,42.395317,-71.180284,84
22e8b058-36a4-3ca7-872f-3e48cae57c1b,13565c20-feac-36cb-ab5c-cef3e6a7dd8f,Erna640 Wolff180,F,CLINICAL NURSE SPECIALIST,115 MILL ST,BELMONT,MA,02478-1041,42.395317,-71.180284,0
053b45b2-16d1-31b0-a50b-50422adfc2df,20407251-085a-3849-aec4-9ae82cc81ac5,Norman647 O'Hara248,F,CLINICAL SOCIAL WORKER,32 ANDREW RD,SWAMPSCOTT,MA,01907-1929,42.468059000000004,-70.89126,0
640dc359-3b74-3047-bb61-dcde1be5bebd,20407251-085a-3849-aec4-9ae82cc81ac5,Norman647 O'Hara248,F,GENERAL PRACTICE,32 ANDREW RD,SWAMPSCOTT,MA,01907-1929,42.468059000000004,-70.89126,68
b1779868-a399-3aba-8143-a7023e21d684,b9c8d3c5-c419-3eb0-9122-0dea8e5664a3,Eugenio846 Doyle959,M,OPTOMETRY,BARRE OPTICAL,BARRE,MA,01005,42.418848,-72.10659799999999,0
6d55b22d-82d1-3792-8fa2-22162a81eda2,b9c8d3c5-c419-3eb0-9122-0dea8e5664a3,Santo387 Bahringer146,M,OPTOMETRY,BARRE OPTICAL,BARRE,MA,01005,42.418848,-72.10659799999999,0
39e5db8d-13cd-3484-b390-ced79b4cc733,b9c8d3c5-c419-3eb0-9122-0dea8e5664a3,Tess185 Doyle959,F,GENERAL PRACTICE,BARRE OPTICAL,BARRE,MA,01005,42.418848,-72.10659799999999,60
a0291b53-12af-3452-a110-6ef483622144,973e7384-d05b-32ad-a8cc-c39191ee9150,Tonisha838 Sauer652,F,GENERAL PRACTICE,152 N ST,PITTSFILED,MA,01201,42.452045,-73.26054,97
0735e72e-4fc6-3bf9-b4ca-d25819d5e06f,32836213-4ac7-3021-aad8-6383f3ced351,Martha161 Ledner144,F,OPTOMETRY,1 HOLLYWOOD DR,GRAFTON,MA,01536-1614,42.209151,-71.683644,0
f42496ba-d698-366a-8d0a-4e4b4c7a29e7,32836213-4ac7-3021-aad8-6383f3ced351,Martha161 Ledner144,F,GENERAL PRACTICE,1 HOLLYWOOD DR,GRAFTON,MA,01536-1614,42.209151,-71.683644,28
a5f3cf8a-32a0-3a1c-a4e0-d20e9576e7b7,43e903b1-abff-3a6f-afe8-64372c66dcdb,Clelia416 Heathcote539,F,GENERAL PRACTICE,1330 BEACON ST,BROOKLINE,MA,02446-3203,42.323853,-71.142003,48
d897e254-b8bf-33ee-93a6-6e80cf1ee45d,70c2b603-7765-3546-922c-132e95e7e70b,Marilynn608 Treutel973,F,REGISTERED DIETITIAN OR NUTRITION PROFESSIONAL,53 A S MAIN ST,SOUTH DEERFIELD,MA,01373-1027,42.481395,-72.589793,0
c614570c-e060-34c6-a014-ea036d593605,70c2b603-7765-3546-922c-132e95e7e70b,Miles206 Treutel973,M,GENERAL PRACTICE,53 A S MAIN ST,SOUTH DEERFIELD,MA,01373-1027,42.481395,-72.589793,70
f40d8a4a-043e-35ae-8542-d13d4b71f878,a2f4cbd8-c8b2-3ab9-9161-d288837a2139,José3 Cadena322,M,CLINICAL PSYCHOLOGIST,27 GLEN ST,STOUGHTON,MA,02072-2481,42.119006,-71.10365,0
4ba37f77-a7d9-370f-a21a-e72c31f87b34,a2f4cbd8-c8b2-3ab9-9161-d288837a2139,Luke971 Murray856,M,CLINICAL PSYCHOLOGIST,27 GLEN ST,STOUGHTON,MA,02072-2481,42.119006,-71.10365,0
e0307e36-552f-3022-84b2-0506c448445f,a2f4cbd8-c8b2-3ab9-9161-d288837a2139,Samual455 Will178,M,CLINICAL PSYCHOLOGIST,27 GLEN ST,STOUGHTON,MA,02072-2481,42.119006,-71.10365,0
509fc08c-c246-39e1-8c8b-25f38dc61d94,a2f4cbd8-c8b2-3ab9-9161-d288837a2139,Jerónimo599 Castañeda925,M,CLINICAL PSYCHOLOGIST,27 GLEN ST,STOUGHTON,MA,02072-2481,42.119006,-71.10365,0
1b3718fe-e129-387d-843a-153e1017f7f0,a2f4cbd8-c8b2-3ab9-9161-d288837a2139,Freeman822 Schulist381,M,CLINICAL SOCIAL WORKER,27 GLEN ST,STOUGHTON,MA,02072-2481,42.119006,-71.10365,0
61b94736-2175-331b-bb37-ff0d9167c323,a2f4cbd8-c8b2-3ab9-9161-d288837a2139,Luke971 Murray856,M,CLINICAL SOCIAL WORKER,27 GLEN ST,STOUGHTON,MA,02072-2481,42.119006,-71.10365,0
a2f7049c-f538-3765-89ad-033f20f3fca0,a2f4cbd8-c8b2-3ab9-9161-d288837a2139,Freeman822 Schulist381,M,GENERAL PRACTICE,27 GLEN ST,STOUGHTON,MA,02072-2481,42.119006,-71.10365,49
58c52e9c-e4a5-3d7c-a34c-ea74c8db1db8,df98ec89-56ee-380f-9f1d-671ef1039720,Quinton758 Runte676,M,OPTOMETRY,10 TECHNOLOGY DR,HUDSON,MA,01749-2791,42.389071,-71.545864,0
32299b97-87a7-3e02-9963-7214622be482,df98ec89-56ee-380f-9f1d-671ef1039720,Sancho742 Trejo396,M,OPTOMETRY,10 TECHNOLOGY DR,HUDSON,MA,01749-2791,42.389071,-71.545864,0
a2bacf28-97b9-3d70-a5dd-f486b3638501,df98ec89-56ee-380f-9f1d-671ef1039720,Quinton758 Runte676,M,GENERAL PRACTICE,10 TECHNOLOGY DR,HUDSON,MA,01749-2791,42.389071,-71.545864,49
c67693c1-8054-3ac0-8c2c-ef9f97f766eb,036c2612-ef37-3468-9424-255570c84216,Jarrod316 Raynor401,M,GENERAL PRACTICE,88 WHARF ST,MILTON,MA,02186-3433,42.241557,-71.082432,64
166623c0-856d-3bff-9aab-713d60460e70,036c2612-ef37-3468-9424-255570c84216,Linette249 Raynor401,F,INTERNAL MEDICINE,88 WHARF ST,MILTON,MA,02186-3433,42.241557,-71.082432,0
03b8f31c-073b-38ac-acef-f5726878d59c,036c2612-ef37-3468-9424-255570c84216,Adan632 Leuschke194,M,INTERNAL MEDICINE,88 WHARF ST,MILTON,MA,02186-3433,42.241557,-71.082432,0
94468630-308f-3243-a371-b9f4ada64d77,036c2612-ef37-3468-9424-255570c84216,Mayme605 Stoltenberg489,F,INTERNAL MEDICINE,88 WHARF ST,MILTON,MA,02186-3433,42.241557,-71.082432,0
768e2ccc-9a94-3217-bcc3-517652427f5e,036c2612-ef37-3468-9424-255570c84216,Malissa448 Tromp100,F,INTERNAL MEDICINE,88 WHARF ST,MILTON,MA,02186-3433,42.241557,-71.082432,0
215c60ea-c471-37a3-8b53-e146b61d4f42,2e5db71a-a3b2-32ea-9c0f-2b698f1d756a,Ronda430 Runolfsson901,F,GENERAL PRACTICE,435 NEWBURY ST,DANVERS,MA,01923-1065,42.574174,-70.95051600000001,14
0e89f1e3-ca6f-38d4-a7ca-a07c6cd069b4,0e395cae-a0c5-3794-9a77-19654a835c12,Rocio28 Arguello39,F,CLINICAL SOCIAL WORKER,218 BOSTON ST,TOPSFIELD,MA,01983-2200,42.641379,-70.94344,0
81d26497-0e9e-3a30-b141-37cc5310ca1b,0e395cae-a0c5-3794-9a77-19654a835c12,Bettye671 Harris789,F,CLINICAL SOCIAL WORKER,218 BOSTON ST,TOPSFIELD,MA,01983-2200,42.641379,-70.94344,0
0e5d4269-9ca6-3e24-8f0c-96263cd1553c,0e395cae-a0c5-3794-9a77-19654a835c12,Roscoe437 Greenholt190,M,GENERAL PRACTICE,218 BOSTON ST,TOPSFIELD,MA,01983-2200,42.641379,-70.94344,53
5d14613b-733e-373c-84cf-e2d579999b5e,dfc444d9-2f40-3d7a-b755-27771b64e2c4,Gus973 Mills423,M,GENERAL PRACTICE,116 PLEASANT ST,EASTHAMPTON,MA,01027-2756,42.265435,-72.670813,61
48ce2a31-3d20-3bf8-b34c-691015e5cb1a,1aff39b8-795f-3b7f-ba33-72648f3fa068,Amira620 Flatley871,F,CHIROPRACTIC,6 HASCALL ST,SHREWSBURY,MA,01545-2904,42.284766999999995,-71.714228,0
bf6dfa93-cb83-3238-b713-e1971ab3ec96,1aff39b8-795f-3b7f-ba33-72648f3fa068,Ethan766 Flatley871,M,GENERAL PRACTICE,6 HASCALL ST,SHREWSBURY,MA,01545-2904,42.284766999999995,-71.714228,110
6c6fccc1-4458-3787-8e14-f3dda3b7c28f,9cc30835-37b7-309e-9503-f0cea4add0f2,Waneta858 Armstrong51,F,GENERAL PRACTICE,4 S SPOONER ST,PLYMOUTH,MA,02360-4447,41.897892,-70.62403,28
95e6771e-9f88-3ea4-9cab-4ad80bd8624b,efe0e364-b8bb-346e-9a4f-57033b6524ba,Augustine565 Bechtelar572,M,GENERAL PRACTICE,1200 CONVERSE ST,LONGMEADOW,MA,01106-2074,42.047565000000006,-72.57113000000001,100
51afa40f-7077-3fbd-9e1b-2d1d454bb803,707bfbf6-85d4-375f-b12a-43ff210ec187,Willard975 Heathcote539,M,CHIROPRACTIC,432 GREENFIELD RD,MONTAGUE,MA,01351-8925,42.556616999999996,-72.517075,0
c311435a-4d64-3b1c-b734-3d72c45bc39e,707bfbf6-85d4-375f-b12a-43ff210ec187,Maile198 Heathcote539,F,GENERAL PRACTICE,432 GREENFIELD RD,MONTAGUE,MA,01351-8925,42.556616999999996,-72.517075,99
f7e0315d-4c91-3fac-84d2-39c4f60af985,9ad6e1c5-f73c-3b69-9fb5-a90e294388c7,Erlene813 Feest103,F,GENERAL PRACTICE,1415 BEACON ST,BROOKLINE,MA,02446-4812,42.323853,-71.142003,54
794347a8-a736-3743-967c-1e701586909a,86f868e9-3325-3019-98d9-34ca2dc11f20,Jaleesa813 Collier206,F,OPTOMETRY,151 ASHLAND ST,N ADAMS,MA,01247-4522,42.675549,-73.11810799999998,0
ae96f8e9-6b72-308e-9db0-2c566e5d7982,86f868e9-3325-3019-98d9-34ca2dc11f20,Nick779 Wilderman619,M,OPTOMETRY,151 ASHLAND ST,N ADAMS,MA,01247-4522,42.675549,-73.11810799999998,0
8b22a500-0760-3107-8d70-279619dd3e73,86f868e9-3325-3019-98d9-34ca2dc11f20,Zulema784 Gibson10,F,OPTOMETRY,151 ASHLAND ST,N ADAMS,MA,01247-4522,42.675549,-73.11810799999998,0
e4575947-d756-3994-9f3c-d42ec5db7933,86f868e9-3325-3019-98d9-34ca2dc11f20,Isidro558 Collier206,M,GENERAL PRACTICE,151 ASHLAND ST,N ADAMS,MA,01247-4522,42.675549,-73.11810799999998,69
e99a3159-f8b3-3400-931a-cb5b8fcc1516,78a11f16-e161-3dfa-91fa-16af7109cea0,Annie941 Satterfield305,F,GENERAL PRACTICE,37 EDGERTON DR,NO FALMOUTH,MA,02556-2821,41.601508,-70.639317,51
74bb0cfa-289c-36f6-a582-b2a7c0eaa6a9,78a11f16-e161-3dfa-91fa-16af7109cea0,Eric487 Satterfield305,M,INTERNAL MEDICINE,37 EDGERTON DR,NO FALMOUTH,MA,02556-2821,41.601508,-70.639317,0
b947ea40-0084-3682-b488-308bbaca2552,78a11f16-e161-3dfa-91fa-16af7109cea0,Lauren941 Schultz619,M,INTERNAL MEDICINE,37 EDGERTON DR,NO FALMOUTH,MA,02556-2821,41.601508,-70.639317,0
ccab2995-6728-3fec-8dd5-9dc87d3df929,78a11f16-e161-3dfa-91fa-16af7109cea0,Eric487 Satterfield305,M,DERMATOLOGY,37 EDGERTON DR,NO FALMOUTH,MA,02556-2821,41.601508,-70.639317,0
59e6a6ac-3fb6-357a-8cf9-a83e014c9fd0,78a11f16-e161-3dfa-91fa-16af7109cea0,Adrian111 Schultz619,F,DERMATOLOGY,37 EDGERTON DR,NO FALMOUTH,MA,02556-2821,41.601508,-70.639317,0
